week,staff_id,staff_name,role,service,present
26,STF-8c3d09d0,Amy Silva,nursing_assistant,general_medicine,0
33,STF-935c51f3,Lisa Archer,doctor,general_medicine,1
41,STF-e573be71,Julia Torres,nursing_assistant,general_medicine,1
3,STF-26466758,Tracy House,nurse,emergency,1
28,STF-651ff617,Michael Lewis,nurse,general_medicine,0
24,STF-e72deb85,Kelly Donovan,nurse,general_medicine,1
28,STF-d962d308,Julia Torres,nurse,ICU,1
50,STF-2dfd271e,William Baker,nurse,general_medicine,1
49,STF-b77cdc60,Allison Hill,doctor,emergency,0
29,STF-03fbeddc,Elizabeth Fowler,nurse,emergency,1
29,STF-b77cdc60,Allison Hill,doctor,emergency,0
5,STF-806b98e6,Lisa Jackson,doctor,emergency,1
34,STF-40a56cae,Matthew Mcmillan,nurse,ICU,1
11,STF-59afa180,Donald Wright,nurse,surgery,1
45,STF-a4c9b3f0,Fred Smith,nurse,surgery,1
25,STF-1c410c36,Shane Henderson,nurse,surgery,1
52,STF-25d79742,Nathan Maldonado,nursing_assistant,emergency,1
3,STF-9b87fb95,Anthony Rodriguez,nurse,emergency,1
32,STF-a373df11,Monica Herrera,nurse,surgery,0
23,STF-8c3d09d0,Steve Sanchez,nurse,ICU,1
4,STF-322e1cde,Carol Tucker,nurse,ICU,1
20,STF-8b6412dc,Angela Lopez,nurse,general_medicine,1
44,STF-9fdbaf6f,Fred Smith,nurse,emergency,0
40,STF-da4920fd,Judy Baker,nurse,emergency,1
11,STF-8a885bae,Angela Lopez,nurse,general_medicine,0
24,STF-67d3ac43,Christine Wright,nursing_assistant,surgery,0
10,STF-c8ef6bb9,Tricia Valencia,nursing_assistant,emergency,1
33,STF-836e90d0,Diana May,nursing_assistant,ICU,0
16,STF-372284b1,Philip Cannon,nurse,general_medicine,0
42,STF-8d812ffa,Brian Rodriguez,doctor,ICU,1
41,STF-935c51f3,Daniel Baker,nurse,general_medicine,0
49,STF-4b388ef9,Danny Morgan,doctor,surgery,0
20,STF-ac9813b7,Jamie Arnold,nurse,emergency,0
21,STF-372284b1,Fred Smith,doctor,surgery,0
14,STF-103c818c,Sherri Baker,doctor,surgery,0
23,STF-63b9ca1d,Jessica Holmes,doctor,surgery,1
35,STF-8b6412dc,Brent Jordan,nurse,ICU,1
33,STF-4e69ee46,Monica Herrera,doctor,emergency,0
35,STF-5697a657,Anna Henderson,nurse,ICU,1
1,STF-a4c9b3f0,Nathan Maldonado,nursing_assistant,emergency,1
14,STF-5401ad3a,Aaron Wise,nurse,ICU,0
16,STF-2e0dd6e9,Daniel Wagner,nursing_assistant,emergency,1
38,STF-6c29c37d,Mark Perez,nurse,emergency,1
4,STF-ed194945,Victoria Garcia,nurse,ICU,0
41,STF-98fd6aad,Aimee Montoya,nurse,general_medicine,1
18,STF-836e90d0,Crystal Johnson,nurse,ICU,1
26,STF-9fdbaf6f,Joshua Blair,nursing_assistant,emergency,1
20,STF-ea97e797,Richard Henson,doctor,ICU,1
41,STF-ac9813b7,Ryan Munoz,nurse,emergency,0
33,STF-bea9d5c9,Cristian Santos,nurse,emergency,0
3,STF-038ff4c9,Paul Jones,nurse,ICU,0
48,STF-997af03e,Anna Henderson,doctor,ICU,1
31,STF-ebbeb197,Jamie Arnold,nurse,emergency,1
48,STF-052894a3,Richard Rodriguez,nursing_assistant,ICU,0
17,STF-611ad324,Mark Perez,nursing_assistant,emergency,1
45,STF-1511492d,Christine Wright,nurse,ICU,1
45,STF-8b6412dc,Amber Kidd,nurse,general_medicine,0
30,STF-188cd855,Evelyn Galvan,nurse,ICU,1
40,STF-064febb6,Tommy Walter,nursing_assistant,emergency,1
27,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
50,STF-9fdbaf6f,Brittany Farmer,nurse,surgery,0
9,STF-e8857831,Michael Lewis,nursing_assistant,emergency,1
16,STF-550b832f,Ethan Adams,nurse,emergency,1
50,STF-9045bfe7,Denise Jacobs,doctor,general_medicine,1
18,STF-806b98e6,Michele Williams,nurse,emergency,0
3,STF-839e61f9,Philip Cannon,nursing_assistant,emergency,1
4,STF-2dcdd6fb,Brittany Farmer,nursing_assistant,emergency,0
51,STF-2e0dd6e9,Daniel Wagner,doctor,emergency,1
34,STF-e0c7759c,James Brown,nursing_assistant,general_medicine,0
32,STF-55594f66,Jessica Holmes,nurse,surgery,1
18,STF-ac9813b7,Michele Williams,nursing_assistant,emergency,1
46,STF-8b6412dc,Sarah Moore,doctor,general_medicine,0
26,STF-935c51f3,John Whitehead,doctor,general_medicine,0
23,STF-e8857831,Richard Aguirre,doctor,surgery,0
30,STF-e8857831,Gerald Hensley,nurse,general_medicine,1
37,STF-9b87fb95,James Ferrell,nursing_assistant,emergency,1
19,STF-b13eeb99,Justin Baker,nurse,emergency,0
30,STF-3a9a90fd,Brian Ramirez,doctor,emergency,1
26,STF-d1d59a8b,James Ferrell,nurse,emergency,1
51,STF-8325689b,Dylan Miller,nurse,emergency,0
28,STF-23a8d4c5,Margaret Hawkins DDS,nurse,emergency,1
36,STF-63bcaa58,Michael Evans,nurse,general_medicine,1
14,STF-68c8a79d,Brittany Farmer,nurse,emergency,0
27,STF-d114bde8,Gabrielle Davis,nurse,emergency,1
52,STF-ea97e797,Marc Moore,nurse,general_medicine,1
20,STF-f5164783,Shirley Suarez,nurse,general_medicine,1
16,STF-c8ef6bb9,Debra Davidson,nursing_assistant,emergency,0
35,STF-2e0dd6e9,Noah Rhodes,nurse,emergency,1
20,STF-103c818c,James Ferrell,doctor,surgery,0
17,STF-197d1927,Matthew Mcmillan,nursing_assistant,general_medicine,0
42,STF-40a56cae,Megan Young,doctor,ICU,1
48,STF-7510a5e3,Christine Wright,nursing_assistant,ICU,0
24,STF-63b9ca1d,Richard Aguirre,doctor,general_medicine,0
48,STF-f37035ac,Michele Williams,nursing_assistant,emergency,1
26,STF-9da1bed5,April Frost,nurse,ICU,1
28,STF-95cd7529,Matthew Foster,nurse,emergency,1
41,STF-b77cdc60,Noah Rhodes,nursing_assistant,emergency,1
11,STF-1bc3ecc7,Jessica Holmes,doctor,general_medicine,1
3,STF-064febb6,Stephanie Ross,nurse,general_medicine,1
27,STF-55594f66,Michael Lewis,nurse,surgery,1
48,STF-d114bde8,Gina Moore,nurse,emergency,1
44,STF-8d812ffa,Mike Allen,nurse,general_medicine,0
49,STF-67d3ac43,Cameron Parker,nursing_assistant,ICU,1
40,STF-1511492d,Sharon Cherry,nurse,ICU,1
5,STF-188cd855,Sierra Johnson,nurse,general_medicine,0
50,STF-fc210a9e,Fred Smith,doctor,surgery,1
13,STF-a4c9b3f0,Sherry Decker,nurse,emergency,1
21,STF-4f1df27e,Angela Lopez,nurse,surgery,1
12,STF-1511492d,Sandra Aguilar,nursing_assistant,ICU,1
37,STF-064febb6,Derek Zuniga,nurse,surgery,1
36,STF-064febb6,Matthew Foster,nurse,emergency,1
32,STF-cf9225db,Diana May,nursing_assistant,general_medicine,0
13,STF-f37c5b51,Michael Lewis,nurse,general_medicine,1
35,STF-03fbeddc,James Ferrell,nurse,surgery,1
37,STF-b13eeb99,Justin Baker,nursing_assistant,emergency,0
8,STF-206b10dc,Angelica Tucker,doctor,general_medicine,0
36,STF-322e1cde,Tracy House,nursing_assistant,general_medicine,1
2,STF-ada6b167,Sherri Baker,nurse,surgery,1
47,STF-03fbeddc,Jeffrey Chavez,nurse,emergency,1
39,STF-4740993e,Victor Baker,nursing_assistant,ICU,0
10,STF-f5164783,Mike Allen,nurse,general_medicine,0
30,STF-a4c9b3f0,Brittany Farmer,nurse,general_medicine,0
7,STF-551ccae1,Paul Jones,nurse,surgery,1
31,STF-302eb752,Erin Edwards,nursing_assistant,ICU,1
42,STF-398a99e9,Jeffrey Chavez,nurse,surgery,1
38,STF-727e4277,Connor West,nurse,ICU,0
7,STF-f398593d,Jeffrey Chavez,doctor,emergency,0
21,STF-372284b1,Anthony Humphrey,doctor,surgery,0
6,STF-a1420039,James Brown,doctor,ICU,1
6,STF-e2bbe735,Tracy House,nurse,surgery,0
45,STF-550b832f,Debra Davidson,doctor,surgery,1
42,STF-b00ed3e2,Jeffrey Chandler,nurse,ICU,1
33,STF-1bc3ecc7,Mark Perez,nurse,surgery,1
18,STF-836e90d0,Garrett Lin,nurse,ICU,1
10,STF-63b9ca1d,Brent Jordan,doctor,ICU,0
38,STF-1c410c36,John Pierce,nurse,emergency,0
29,STF-67d3ac43,Cameron Parker,nurse,general_medicine,0
10,STF-d962d308,Marc Moore,nurse,ICU,1
25,STF-372284b1,John Pierce,nurse,surgery,0
9,STF-4740993e,Ashley Waller,nurse,ICU,0
47,STF-398a99e9,Stephanie Ross,nursing_assistant,emergency,0
28,STF-11c84169,Danny Morgan,nurse,surgery,0
16,STF-997af03e,Stephen Mckee,nurse,ICU,0
27,STF-84efb3e5,John Whitehead,nursing_assistant,surgery,1
10,STF-669a95d5,Helen Jones,nursing_assistant,ICU,1
33,STF-abfdc900,William Herrera,nursing_assistant,general_medicine,1
35,STF-322e1cde,Megan Young,nurse,surgery,0
46,STF-935c51f3,Christina Walters,nurse,ICU,1
29,STF-ac9813b7,Michele Williams,nurse,emergency,0
2,STF-a373df11,Lisa Hensley,nurse,emergency,0
19,STF-806b98e6,Margaret Hawkins DDS,nurse,emergency,0
7,STF-e0c7759c,Brittney Phillips,nurse,general_medicine,0
24,STF-4daae752,Jeffrey Chandler,nurse,ICU,0
52,STF-8a4df0f8,James Ferrell,nurse,emergency,0
26,STF-da4920fd,Patty Perez,nurse,emergency,1
24,STF-53629610,Danny Morgan,nurse,surgery,1
11,STF-59afa180,Amber Kidd,nurse,general_medicine,1
47,STF-2122e2a0,Sandra Aguilar,nurse,general_medicine,1
12,STF-6c29c37d,Jordan Henderson,nurse,surgery,1
42,STF-839e61f9,Fred Smith,nurse,emergency,1
15,STF-103c818c,James Ferrell,nurse,surgery,0
29,STF-6a7114cb,April Frost,nurse,ICU,0
10,STF-3a9a90fd,Patty Perez,nursing_assistant,emergency,1
36,STF-669a95d5,Helen Jones,nursing_assistant,ICU,0
29,STF-551ccae1,Jordan Henderson,nursing_assistant,surgery,1
51,STF-a4c9b3f0,Sherri Baker,doctor,general_medicine,0
22,STF-8a42f5e7,Megan Young,nurse,ICU,0
38,STF-206b10dc,Angelica Tucker,nursing_assistant,emergency,1
15,STF-2a9c9bdb,Timothy Duncan,nurse,general_medicine,1
28,STF-e2bbe735,James Brown,nurse,surgery,0
47,STF-8a4df0f8,Tommy Walter,nurse,general_medicine,0
13,STF-b00ed3e2,Kenneth Scott,nursing_assistant,ICU,0
40,STF-7510a5e3,Stephen Mckee,nurse,surgery,0
33,STF-d114bde8,Abigail Shaffer,nurse,emergency,1
45,STF-f37035ac,Michele Williams,nurse,emergency,1
27,STF-2b4ea9d4,Sharon Cherry,nursing_assistant,general_medicine,0
24,STF-dfe95bc8,Michael Lewis,nursing_assistant,surgery,1
2,STF-8a4df0f8,Tommy Walter,nursing_assistant,surgery,1
31,STF-836e90d0,Ashley Waller,nursing_assistant,ICU,0
51,STF-2b4ea9d4,Cameron Parker,doctor,ICU,1
7,STF-038ff4c9,Mike Allen,doctor,ICU,1
29,STF-806b98e6,Dylan Miller,nurse,emergency,1
27,STF-7dfe6d32,Gina Moore,nurse,emergency,0
10,STF-67d3ac43,Anna Henderson,nursing_assistant,ICU,1
1,STF-03fbeddc,Paula Moreno,nursing_assistant,emergency,1
3,STF-dc6ad834,Kelly Donovan,nursing_assistant,general_medicine,0
29,STF-197d1927,Lisa Barnes,nurse,surgery,1
52,STF-a373df11,Monica Herrera,nurse,emergency,0
3,STF-59afa180,Amber Kidd,nurse,general_medicine,1
36,STF-4e69ee46,Gina Moore,doctor,emergency,1
21,STF-a4c9b3f0,Cassandra Gaines,nurse,emergency,0
27,STF-550b832f,Rebecca Henderson,nurse,surgery,1
38,STF-064febb6,Stephanie Ross,nurse,surgery,0
37,STF-f5164783,Paul Jones,nurse,ICU,1
30,STF-25d79742,Fred Smith,nursing_assistant,surgery,0
50,STF-064febb6,Stephanie Ross,nurse,emergency,1
41,STF-197d1927,Lisa Barnes,doctor,ICU,1
48,STF-f37c5b51,Shane Henderson,nurse,surgery,0
48,STF-e0c7759c,Amy Silva,nurse,general_medicine,1
50,STF-5e560b99,Noah Rhodes,doctor,emergency,0
20,STF-038ff4c9,Paul Jones,nurse,general_medicine,0
13,STF-68c8a79d,Brittany Farmer,nurse,emergency,1
25,STF-551ccae1,Angela Lopez,nurse,surgery,1
14,STF-398a99e9,Nathan Maldonado,doctor,emergency,1
19,STF-9fdbaf6f,Philip Cannon,nurse,surgery,1
48,STF-206b10dc,Paula Moreno,nurse,surgery,0
32,STF-9045bfe7,Denise Jacobs,nurse,general_medicine,1
43,STF-ac9813b7,Ryan Munoz,doctor,emergency,0
40,STF-23a8d4c5,Lisa Jackson,nursing_assistant,emergency,1
20,STF-5697a657,Rebecca Valencia,doctor,ICU,1
24,STF-e573be71,Shannon Walker,nurse,ICU,1
30,STF-4b388ef9,Philip Cannon,doctor,ICU,1
52,STF-2122e2a0,Sandra Aguilar,nurse,ICU,0
47,STF-84efb3e5,Aaron Wise,nurse,general_medicine,0
41,STF-398a99e9,Sherri Baker,doctor,surgery,0
48,STF-2dcdd6fb,Paula Moreno,nurse,emergency,0
22,STF-cf0f00c3,Sandra Aguilar,nurse,ICU,0
28,STF-997af03e,Denise Jacobs,nursing_assistant,surgery,0
17,STF-5e560b99,Noah Rhodes,nursing_assistant,emergency,1
18,STF-188cd855,Sharon Cochran,nurse,ICU,0
46,STF-f5164783,Paul Jones,nursing_assistant,surgery,1
12,STF-e8857831,John Daniel,nurse,surgery,0
25,STF-ada6b167,Sherri Baker,nursing_assistant,emergency,1
36,STF-103c818c,Judy Baker,nurse,surgery,0
2,STF-8a4df0f8,Patty Perez,nursing_assistant,emergency,0
12,STF-e0c7759c,Jordan Henderson,nursing_assistant,surgery,0
7,STF-0f188974,Paul Jones,nurse,general_medicine,1
37,STF-839e61f9,Debra Davidson,nurse,general_medicine,0
37,STF-4b388ef9,Danny Morgan,doctor,surgery,1
9,STF-7dfe6d32,Gina Moore,nurse,emergency,0
18,STF-4b388ef9,Eric Carney,nurse,general_medicine,0
37,STF-3a9a90fd,Holly Wood,nurse,surgery,1
27,STF-9fdbaf6f,Shannon Jones,nursing_assistant,emergency,1
15,STF-2dfd271e,Carol Tucker,nurse,emergency,0
12,STF-b00ed3e2,Kenneth Scott,nursing_assistant,ICU,0
45,STF-935c51f3,Deborah Figueroa,nurse,surgery,1
20,STF-cf0f00c3,Jessica Smith,nurse,ICU,1
2,STF-c696ae9c,Daniel Wagner,doctor,surgery,1
9,STF-bea9d5c9,Cristian Santos,doctor,emergency,1
8,STF-e0c7759c,Tracy House,doctor,ICU,0
5,STF-5157d809,Brent Jordan,nursing_assistant,surgery,0
49,STF-839e61f9,Cassandra Gaines,nurse,general_medicine,1
39,STF-322e1cde,Brittney Phillips,nurse,surgery,1
19,STF-322e1cde,Steve Sanchez,nurse,surgery,0
41,STF-4daae752,Ashley Waller,doctor,ICU,1
37,STF-188cd855,Sharon Cochran,nurse,ICU,0
24,STF-a493e575,Michael Evans,nurse,general_medicine,0
23,STF-9da1bed5,Michelle Harmon,nursing_assistant,ICU,1
2,STF-8a4df0f8,Patty Perez,nurse,emergency,1
23,STF-da4920fd,Patty Perez,nurse,emergency,1
6,STF-372284b1,Paula Moreno,nursing_assistant,emergency,1
48,STF-8a885bae,Whitney Peters,nursing_assistant,surgery,1
13,STF-c8ef6bb9,James Ferrell,nurse,emergency,0
13,STF-f5164783,Paul Jones,doctor,ICU,0
21,STF-2a9c9bdb,Amber Kidd,nurse,emergency,1
17,STF-064febb6,Matthew Foster,nurse,emergency,1
3,STF-611ad324,Mark Perez,nurse,general_medicine,1
3,STF-ada6b167,Rebecca Henderson,nurse,emergency,1
39,STF-064febb6,Matthew Foster,nurse,emergency,0
27,STF-322e1cde,Steve Sanchez,nurse,general_medicine,1
37,STF-bea9d5c9,Cristian Santos,nurse,emergency,1
11,STF-e9bd9766,Christine Wright,nurse,general_medicine,1
40,STF-e15cfd51,Michele Williams,nursing_assistant,emergency,0
27,STF-2e0dd6e9,Angie Henderson,nurse,emergency,1
29,STF-9045bfe7,Denise Jacobs,nurse,ICU,1
13,STF-e15cfd51,Derek Zuniga,nurse,emergency,1
32,STF-b00ed3e2,Jeffrey Chandler,nursing_assistant,ICU,0
5,STF-e15cfd51,Brian Ramirez,nurse,emergency,0
15,STF-669a95d5,Michelle Harmon,nursing_assistant,ICU,0
48,STF-f37035ac,Dylan Miller,nursing_assistant,emergency,0
36,STF-5401ad3a,Anna Henderson,nursing_assistant,ICU,1
31,STF-05591498,Victor Baker,nursing_assistant,ICU,1
4,STF-836e90d0,Crystal Johnson,nurse,general_medicine,0
41,STF-03fbeddc,Brittany Farmer,doctor,emergency,1
19,STF-9da1bed5,Michelle Harmon,nurse,ICU,0
43,STF-23a8d4c5,Lisa Jackson,doctor,surgery,0
6,STF-206b10dc,Sherri Baker,nursing_assistant,emergency,1
2,STF-9fdbaf6f,Shannon Jones,doctor,general_medicine,0
37,STF-55594f66,John Daniel,nursing_assistant,emergency,1
29,STF-dc6ad834,Lauren Daniels,nurse,general_medicine,1
4,STF-e8857831,Connor West,nurse,general_medicine,0
48,STF-d962d308,Julia Torres,doctor,ICU,1
33,STF-8a4df0f8,Zachary Hicks,nurse,emergency,1
26,STF-8a885bae,Lisa Barnes,nurse,surgery,0
2,STF-f37035ac,Michele Williams,nurse,emergency,0
34,STF-97ee23c3,Shannon Walker,nurse,ICU,1
45,STF-5157d809,Jordan Henderson,nursing_assistant,emergency,0
49,STF-2dcdd6fb,Jeffrey Chavez,doctor,ICU,1
34,STF-5e560b99,Allison Hill,nurse,emergency,0
39,STF-ada6b167,Anthony Rodriguez,doctor,emergency,1
25,STF-59afa180,Amber Kidd,nursing_assistant,ICU,1
36,STF-2e0dd6e9,Angie Henderson,doctor,emergency,0
48,STF-611ad324,Timothy Duncan,nurse,emergency,1
49,STF-188cd855,Evelyn Galvan,nursing_assistant,ICU,1
23,STF-611ad324,Timothy Duncan,nurse,emergency,0
19,STF-5697a657,Denise Jacobs,nurse,surgery,0
38,STF-8b6412dc,Carol Tucker,nursing_assistant,ICU,0
41,STF-abfdc900,Evelyn Galvan,nurse,ICU,0
30,STF-5697a657,Sandra Aguilar,nurse,surgery,0
33,STF-5401ad3a,John Whitehead,nurse,ICU,1
49,STF-1c410c36,Shane Henderson,doctor,general_medicine,1
24,STF-b13eeb99,Anthony Rodriguez,nurse,emergency,0
31,STF-839e61f9,Sherry Decker,nurse,emergency,1
52,STF-038ff4c9,Lisa Barnes,doctor,general_medicine,0
37,STF-03fbeddc,Angelica Tucker,nurse,surgery,1
51,STF-05591498,Garrett Lin,nurse,ICU,1
13,STF-40a56cae,Zachary Ferrell,nurse,general_medicine,1
20,STF-ea97e797,Sharon Cochran,doctor,ICU,1
9,STF-e8857831,Connor West,nursing_assistant,surgery,0
45,STF-669a95d5,Helen Jones,nurse,ICU,0
38,STF-f398593d,Sherri Baker,doctor,ICU,0
29,STF-8325689b,Brian Ramirez,nurse,general_medicine,1
36,STF-53629610,Timothy Duncan,nurse,general_medicine,1
35,STF-dc6ad834,Lauren Daniels,nurse,general_medicine,1
14,STF-4b388ef9,Philip Cannon,nurse,emergency,0
49,STF-e72deb85,Daniel Baker,nurse,general_medicine,1
5,STF-05591498,William Herrera,nursing_assistant,ICU,0
25,STF-11c84169,Angelica Tucker,nurse,emergency,0
31,STF-a2ef0542,Lisa Archer,doctor,ICU,1
41,STF-ac9813b7,Lisa Hensley,doctor,emergency,1
46,STF-302eb752,Erin Edwards,nursing_assistant,ICU,1
14,STF-36140a6a,Lisa Jackson,nurse,emergency,0
28,STF-611ad324,Richard Aguirre,doctor,general_medicine,1
31,STF-a493e575,Lisa Barnes,doctor,general_medicine,0
38,STF-a2ef0542,Denise Jacobs,nurse,ICU,0
15,STF-ada6b167,James Ferrell,nursing_assistant,emergency,1
51,STF-1511492d,Marc Moore,nursing_assistant,ICU,0
41,STF-4b388ef9,Brent Jordan,nurse,emergency,1
42,STF-398a99e9,Anthony Rodriguez,nurse,surgery,1
12,STF-9fdbaf6f,John Pierce,nurse,general_medicine,0
2,STF-11c84169,Fred Smith,nurse,emergency,0
4,STF-ea97e797,Sharon Cherry,nursing_assistant,general_medicine,0
19,STF-6c29c37d,Crystal Robinson,nursing_assistant,emergency,1
29,STF-d962d308,Julia Torres,doctor,ICU,0
7,STF-ea97e797,Richard Henson,nurse,ICU,1
51,STF-2a9c9bdb,Danny Morgan,doctor,general_medicine,0
15,STF-a4c9b3f0,Jeffrey Chavez,nurse,emergency,1
43,STF-3a9a90fd,Lisa Jackson,nursing_assistant,emergency,1
34,STF-9da1bed5,April Frost,nurse,ICU,0
19,STF-f398593d,Cassandra Gaines,nurse,emergency,1
30,STF-61961d5b,Christine Wright,doctor,ICU,1
16,STF-8a4df0f8,Ethan Adams,nurse,emergency,1
21,STF-839e61f9,Cassandra Gaines,nursing_assistant,emergency,0
5,STF-ebbeb197,Connie Lawrence,nurse,emergency,1
49,STF-2e0dd6e9,Daniel Wagner,doctor,emergency,1
6,STF-23a8d4c5,Judy Baker,doctor,general_medicine,0
29,STF-5697a657,Jessica Smith,nurse,ICU,0
22,STF-63bcaa58,Matthew Mcmillan,nurse,ICU,1
40,STF-064febb6,Stephanie Ross,nurse,surgery,1
44,STF-b4907958,Debra Davidson,nurse,surgery,1
11,STF-0f188974,Angela Lopez,nursing_assistant,emergency,1
32,STF-1511492d,Richard Rodriguez,nurse,general_medicine,1
13,STF-8a4df0f8,Matthew Foster,nurse,emergency,1
27,STF-9045bfe7,Denise Jacobs,nurse,ICU,0
46,STF-a1420039,Brittney Phillips,nurse,surgery,0
50,STF-40a56cae,Brian Rodriguez,nursing_assistant,general_medicine,0
47,STF-36140a6a,Lisa Jackson,nurse,emergency,1
49,STF-3a9a90fd,Margaret Hawkins DDS,nurse,emergency,1
36,STF-a1420039,Jessica Callahan,doctor,general_medicine,1
5,STF-bfc199cf,Victoria Garcia,nurse,emergency,1
31,STF-1511492d,Sharon Cherry,nurse,ICU,1
40,STF-11c84169,Philip Cannon,nurse,emergency,1
35,STF-59afa180,William Baker,nursing_assistant,general_medicine,0
17,STF-f5164783,Aimee Montoya,nurse,ICU,1
26,STF-98fd6aad,Anna Henderson,nurse,general_medicine,0
10,STF-188cd855,Christine Wright,nurse,ICU,1
36,STF-8b6412dc,Carol Tucker,nurse,emergency,1
30,STF-03fbeddc,Cassandra Gaines,nursing_assistant,surgery,0
48,STF-7510a5e3,Cameron Parker,nurse,ICU,1
46,STF-36140a6a,Carla Gray,nurse,emergency,1
34,STF-dc6ad834,Angela Lopez,nurse,ICU,1
37,STF-7510a5e3,Marc Moore,nurse,ICU,1
24,STF-dc6ad834,Brittney Phillips,nurse,general_medicine,0
35,STF-1bc3ecc7,Sherry Decker,nurse,emergency,1
28,STF-23a8d4c5,Margaret Hawkins DDS,nurse,emergency,0
34,STF-302eb752,Erin Edwards,nurse,ICU,0
21,STF-1bc3ecc7,Fred Smith,nurse,emergency,0
37,STF-9fdbaf6f,Michael Lewis,nurse,emergency,1
42,STF-052894a3,Richard Rodriguez,nursing_assistant,general_medicine,1
18,STF-0f188974,Steve Sanchez,nurse,surgery,0
15,STF-4740993e,William Herrera,nurse,ICU,0
35,STF-b4907958,Stephanie Ross,doctor,emergency,1
44,STF-2a9c9bdb,Eric Carney,nurse,ICU,0
13,STF-95cd7529,Carla Gray,nursing_assistant,emergency,1
5,STF-03fbeddc,Sherri Baker,nursing_assistant,emergency,1
6,STF-e983db1d,April Frost,doctor,ICU,0
32,STF-2b4ea9d4,Sharon Cherry,nurse,ICU,1
36,STF-b77cdc60,Allison Hill,nurse,emergency,0
40,STF-8a4df0f8,Zachary Hicks,nurse,emergency,1
9,STF-ea97e797,Sandra Aguilar,nursing_assistant,surgery,1
49,STF-7510a5e3,Aaron Wise,nursing_assistant,ICU,0
25,STF-8c3d09d0,Mike Allen,nurse,general_medicine,1
15,STF-4daae752,Victor Baker,nursing_assistant,ICU,1
33,STF-2dcdd6fb,Brittany Farmer,nurse,surgery,1
43,STF-d3c13ca9,Michele Williams,nursing_assistant,emergency,0
7,STF-9fdbaf6f,Timothy Duncan,nurse,surgery,1
6,STF-a1420039,Donald Wright,nurse,general_medicine,0
30,STF-322e1cde,Angela Lopez,nurse,general_medicine,1
37,STF-403052c0,Daniel Wagner,nurse,emergency,1
12,STF-935c51f3,John Whitehead,doctor,ICU,1
46,STF-e72deb85,Brian Rodriguez,doctor,general_medicine,1
47,STF-403052c0,Daniel Wagner,nurse,emergency,0
39,STF-8a4df0f8,Judy Baker,doctor,surgery,0
26,STF-f37035ac,Michele Williams,nurse,surgery,0
49,STF-322e1cde,Lauren Daniels,nurse,ICU,1
41,STF-98fd6aad,Brian Rodriguez,nursing_assistant,general_medicine,0
2,STF-15db5d87,Evelyn Galvan,nurse,ICU,0
50,STF-5401ad3a,Lisa Archer,nursing_assistant,surgery,1
19,STF-26466758,Amy Silva,doctor,general_medicine,1
34,STF-d1d59a8b,Debra Davidson,nurse,emergency,1
26,STF-61a51c45,Paul Jones,nursing_assistant,general_medicine,1
18,STF-61a51c45,Sarah Moore,doctor,ICU,0
47,STF-2e0dd6e9,Noah Rhodes,nurse,emergency,1
40,STF-2e0dd6e9,Angie Henderson,nurse,emergency,1
49,STF-ea97e797,Sharon Cherry,nurse,ICU,1
27,STF-3a9a90fd,Derek Zuniga,nurse,emergency,1
38,STF-d1d59a8b,Nathan Maldonado,nurse,emergency,1
15,STF-ed194945,Victoria Garcia,nurse,emergency,1
51,STF-fc210a9e,John Pierce,nurse,general_medicine,0
28,STF-2dcdd6fb,Fred Smith,nurse,emergency,1
17,STF-398a99e9,Tricia Valencia,nurse,emergency,1
27,STF-4b388ef9,Jessica Holmes,nursing_assistant,surgery,1
37,STF-398a99e9,Nathan Maldonado,doctor,surgery,1
50,STF-e72deb85,Daniel Baker,nurse,general_medicine,0
22,STF-4740993e,William Herrera,nurse,ICU,1
14,STF-0f188974,Angela Lopez,nurse,ICU,1
39,STF-cf9225db,Garrett Lin,nursing_assistant,general_medicine,1
18,STF-05591498,William Herrera,nurse,ICU,1
37,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
24,STF-2e0dd6e9,Angie Henderson,nurse,emergency,0
44,STF-6c29c37d,Richard Aguirre,nurse,general_medicine,1
16,STF-8c3d09d0,Kelly Donovan,nursing_assistant,general_medicine,0
52,STF-61a51c45,Amy Silva,nurse,general_medicine,1
5,STF-e15cfd51,Jamie Arnold,nurse,emergency,1
28,STF-53629610,Brent Jordan,nurse,surgery,0
14,STF-550b832f,Stephanie Ross,nursing_assistant,surgery,1
35,STF-038ff4c9,Paul Jones,nursing_assistant,general_medicine,1
38,STF-5157d809,Donald Wright,nurse,general_medicine,0
49,STF-206b10dc,Elizabeth Fowler,nursing_assistant,emergency,1
16,STF-302eb752,Erin Edwards,nurse,ICU,1
23,STF-2122e2a0,Sandra Aguilar,nursing_assistant,ICU,1
35,STF-98fd6aad,Christina Walters,nurse,general_medicine,0
15,STF-727e4277,Timothy Duncan,nurse,general_medicine,0
40,STF-cf0f00c3,Denise Jacobs,nurse,ICU,0
42,STF-61961d5b,Cameron Parker,nursing_assistant,surgery,0
35,STF-064febb6,Justin Baker,nurse,surgery,1
27,STF-b77cdc60,Allison Hill,nurse,emergency,1
5,STF-651ff617,Richard Aguirre,doctor,general_medicine,1
13,STF-806b98e6,Margaret Hawkins DDS,nursing_assistant,emergency,0
25,STF-935c51f3,Lisa Archer,doctor,general_medicine,1
